Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,last_purchase_post,days_until_next_purchase,churned,clv_6m,expected_loss,retention_action
13099.0,68,1,207.36,3,1,1,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13100.0,594,1,-1598.67,1,1,1,3,Low Value - Likely Churn,,,1,-3.6018432522810393,-3.6018432522810393,No Action
13101.0,203,4,695.4,3,3,3,9,Mid Value - Stable,,,1,145.03892692267095,145.03892692267095,Low Cost Engagement
13102.0,11,39,10674.99,5,5,5,15,High Value - Loyal,2011-12-08 12:52:00,29.0,0,3001.0043838086467,0.0,Loyalty / Upsell
13103.0,9,3,709.64,5,3,3,11,Mid Value - Stable,,,1,223.29589207584723,223.29589207584723,Low Cost Engagement
13104.0,16,8,1369.62,5,4,4,13,High Value - Loyal,2011-12-06 13:10:00,27.0,0,433.97877771117453,0.0,Low Cost Engagement
13105.0,405,1,72.0,1,1,1,3,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13106.0,98,3,586.46,3,3,3,9,Mid Value - Stable,,,1,30.768013977078677,30.768013977078677,No Action
13107.0,13,15,5109.62,5,5,5,15,High Value - Loyal,,,1,1186.8500113150208,1186.8500113150208,High Priority Retention
13108.0,342,2,1098.52,2,2,3,7,Mid Value - Stable,,,1,227.54684245254947,227.54684245254947,Low Cost Engagement
13109.0,20,6,1119.38,5,4,3,12,Mid Value - Stable,2011-12-07 12:38:00,27.0,0,246.5793995817628,0.0,Low Cost Engagement
13110.0,0,14,2896.17,5,5,5,15,High Value - Loyal,,,1,591.6484404693765,591.6484404693765,High Priority Retention
13111.0,688,1,321.88000000000005,1,1,2,4,Low Value - Likely Churn,,,1,-3.166686206083402,-3.166686206083402,No Action
13112.0,510,3,-5.44,1,3,1,5,Low Value - Likely Churn,,,1,0.984710169434523,0.984710169434523,No Action
13113.0,9,58,15924.09,5,5,5,15,High Value - Loyal,2011-12-09 12:49:00,29.0,0,4221.735636059382,0.0,Loyalty / Upsell
13114.0,700,1,234.38,1,1,1,3,Low Value - Likely Churn,,,1,-3.1185968984919024,-3.1185968984919024,No Action
13115.0,20,21,4891.39,5,5,5,15,High Value - Loyal,2011-12-01 09:39:00,21.0,0,1355.5725152754624,0.0,Loyalty / Upsell
13116.0,86,2,485.19,3,2,2,7,Mid Value - Stable,,,1,4.317132019844601,4.317132019844601,No Action
13117.0,91,18,2498.97,3,5,4,12,Mid Value - Stable,2011-11-18 12:02:00,8.0,0,670.1137356540733,0.0,Loyalty / Upsell
13118.0,177,9,1995.39,3,4,4,11,Mid Value - Stable,2011-11-20 12:46:00,10.0,0,821.731031909499,0.0,Loyalty / Upsell
13119.0,638,1,134.9,1,1,1,3,Low Value - Likely Churn,,,1,-3.3841435318946766,-3.3841435318946766,No Action
13120.0,208,1,30.6,3,1,1,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13121.0,238,2,254.73,2,2,2,6,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13122.0,63,2,922.39,4,2,3,9,New / Low Engagement,,,1,21.829073704229327,21.829073704229327,No Action
13123.0,442,2,506.75,1,2,2,5,Low Value - Likely Churn,,,1,33.5372585881024,33.5372585881024,No Action
13124.0,59,4,4782.45,4,3,5,12,Mid Value - Stable,,,1,1852.05778553192,1852.05778553192,High Priority Retention
13125.0,493,1,158.57,1,1,1,3,Low Value - Likely Churn,,,1,-4.226127183323206,-4.226127183323206,No Action
13126.0,8,18,3533.03,5,5,5,15,High Value - Loyal,2011-12-05 10:00:00,25.0,0,889.3630067472259,0.0,Loyalty / Upsell
13127.0,47,1,259.17,4,1,2,7,New / Low Engagement,,,1,,,Low Cost Engagement
13128.0,600,1,263.5,1,1,2,4,Low Value - Likely Churn,,,1,-3.5653516927171935,-3.5653516927171935,No Action
13129.0,421,2,233.25,1,2,1,4,Low Value - Likely Churn,,,1,32.94640335831292,32.94640335831292,No Action
13130.0,63,1,64.0,4,1,1,6,New / Low Engagement,,,1,,,Low Cost Engagement
13131.0,33,7,2978.67,4,4,5,13,High Value - Loyal,2011-11-16 13:21:00,7.0,0,710.1966792089831,0.0,Loyalty / Upsell
13132.0,231,1,77.3,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13133.0,243,3,200.45,2,3,1,6,Low Value - Likely Churn,,,1,41.439134616804836,41.439134616804836,No Action
13134.0,42,9,2422.28,4,4,4,12,Mid Value - Stable,,,1,870.7615528201309,870.7615528201309,High Priority Retention
13135.0,166,2,3371.45,3,2,5,10,Mid Value - Stable,,,1,1606.8270170188016,1606.8270170188016,High Priority Retention
13136.0,19,24,6077.8,5,5,5,15,High Value - Loyal,,,1,1261.8028023072195,1261.8028023072195,High Priority Retention
13137.0,10,15,6524.37,5,5,5,15,High Value - Loyal,2011-11-29 12:09:00,19.0,0,2228.2301980760503,0.0,Loyalty / Upsell
13138.0,16,7,1323.79,5,4,4,13,High Value - Loyal,2011-11-17 16:51:00,8.0,0,487.00485166332425,0.0,Low Cost Engagement
13139.0,2,7,7849.46,5,4,5,14,High Value - Loyal,2011-11-23 13:54:00,14.0,0,1973.7926043998764,0.0,Loyalty / Upsell
13140.0,77,5,1215.68,3,4,4,11,Mid Value - Stable,,,1,353.43418386864226,353.43418386864226,Low Cost Engagement
13141.0,54,21,7536.63,4,5,5,14,High Value - Loyal,,,1,1607.544606447944,1607.544606447944,High Priority Retention
13143.0,551,2,399.2,1,2,2,5,Low Value - Likely Churn,,,1,0.2566076244198111,0.2566076244198111,No Action
13144.0,302,2,135.35,2,2,1,5,Low Value - Likely Churn,,,1,47.00300517107938,47.00300517107938,No Action
13145.0,9,8,1419.77,5,4,4,13,High Value - Loyal,,,1,386.4341412215621,386.4341412215621,Low Cost Engagement
13147.0,0,3,475.2000000000001,5,3,2,10,Mid Value - Stable,2011-11-29 13:59:00,20.0,0,843.329854380398,0.0,Loyalty / Upsell
13148.0,76,34,7206.35,3,5,5,13,High Value - Loyal,2011-11-10 15:23:00,1.0,0,1772.3240082432408,0.0,Loyalty / Upsell
13149.0,75,3,1132.62,3,3,4,10,Mid Value - Stable,2011-11-25 13:09:00,16.0,0,822.33090653044,0.0,Loyalty / Upsell
13150.0,440,4,435.02,1,3,2,6,Low Value - Likely Churn,,,1,48.042174171907135,48.042174171907135,No Action
13151.0,172,5,2511.69,3,4,4,11,Mid Value - Stable,,,1,463.73794108848153,463.73794108848153,Low Cost Engagement
13152.0,386,9,2114.98,2,4,4,10,High Value - At Risk,,,1,31.55269741072067,31.55269741072067,No Action
13154.0,113,5,997.43,3,4,3,10,Mid Value - Stable,,,1,168.5795968138656,168.5795968138656,Low Cost Engagement
13155.0,2,6,1750.18,5,4,4,13,High Value - Loyal,,,1,552.7259953665907,552.7259953665907,High Priority Retention
13156.0,354,3,1586.54,2,3,4,9,Mid Value - Stable,,,1,206.44529346248387,206.44529346248387,Low Cost Engagement
13157.0,18,10,5667.71,5,5,5,15,High Value - Loyal,,,1,1484.101048637135,1484.101048637135,High Priority Retention
13158.0,64,5,1508.18,3,4,4,11,Mid Value - Stable,,,1,539.9437493492027,539.9437493492027,High Priority Retention
13159.0,19,4,1097.19,5,3,3,11,Mid Value - Stable,2011-12-01 11:20:00,21.0,0,1125.1438189619057,0.0,Loyalty / Upsell
13161.0,282,2,478.88,2,2,2,6,Low Value - Likely Churn,,,1,50.94645216877289,50.94645216877289,No Action
13162.0,91,19,9116.94,3,5,5,13,High Value - Loyal,,,1,1762.579238629891,1762.579238629891,High Priority Retention
13163.0,579,2,0.0,1,2,1,4,Low Value - Likely Churn,,,1,2.6673301203083972,2.6673301203083972,No Action
13164.0,538,3,297.46000000000004,1,3,2,6,Low Value - Likely Churn,,,1,4.980836519303921,4.980836519303921,No Action
13165.0,15,3,1451.16,5,3,4,12,Mid Value - Stable,,,1,520.8299784590691,520.8299784590691,High Priority Retention
13166.0,251,3,881.68,2,3,3,8,Mid Value - Stable,,,1,146.3993822979992,146.3993822979992,Low Cost Engagement
13167.0,36,4,993.49,4,3,3,10,Mid Value - Stable,2011-11-21 12:24:00,11.0,0,367.9145414151982,0.0,Low Cost Engagement
13168.0,5,6,1866.26,5,4,4,13,High Value - Loyal,,,1,452.09234322002396,452.09234322002396,Low Cost Engagement
13169.0,33,3,840.08,4,3,3,10,Mid Value - Stable,,,1,276.07222562697825,276.07222562697825,Low Cost Engagement
13171.0,18,2,272.89,5,2,2,9,New / Low Engagement,2011-12-01 15:06:00,22.0,0,169.1613656351112,0.0,Low Cost Engagement
13172.0,369,1,69.6,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13173.0,336,12,2432.79,2,5,4,11,High Value - At Risk,2011-12-05 15:51:00,26.0,0,549.6460511205055,0.0,Loyalty / Upsell
13174.0,285,11,8786.08,2,5,5,12,High Value - At Risk,2011-11-23 14:35:00,14.0,0,2094.0365680054115,0.0,Loyalty / Upsell
13175.0,523,4,793.1,1,3,3,7,Mid Value - Stable,,,1,39.09565103274032,39.09565103274032,No Action
13176.0,15,1,492.84,5,1,2,8,New / Low Engagement,,,1,,,Low Cost Engagement
13177.0,34,2,512.2,4,2,2,8,New / Low Engagement,,,1,179.8737084607211,179.8737084607211,Low Cost Engagement
13178.0,5,24,13691.41,5,5,5,15,High Value - Loyal,2011-11-13 16:14:00,4.0,0,3070.717165937104,0.0,Loyalty / Upsell
13179.0,588,1,572.3100000000001,1,1,3,5,Low Value - Likely Churn,,,1,-3.633722519898358,-3.633722519898358,No Action
13180.0,576,1,86.10000000000001,1,1,1,3,Low Value - Likely Churn,,,1,-3.6936601909926328,-3.6936601909926328,No Action
13181.0,350,1,359.69,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13182.0,14,1,121.18,5,1,1,7,New / Low Engagement,,,1,,,Low Cost Engagement
13183.0,6,17,6581.820000000001,5,5,5,15,High Value - Loyal,2011-12-02 10:30:00,22.0,0,1713.9121697689354,0.0,Loyalty / Upsell
13184.0,100,11,1451.94,3,5,4,12,Mid Value - Stable,2011-11-25 12:02:00,15.0,0,790.9436854271025,0.0,Loyalty / Upsell
13185.0,237,1,71.4,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13186.0,9,5,1539.69,5,4,4,13,High Value - Loyal,,,1,602.8787243251572,602.8787243251572,High Priority Retention
13187.0,306,5,348.31,2,4,2,8,High Value - At Risk,,,1,91.75876445768186,91.75876445768186,No Action
13189.0,84,1,127.0,3,1,1,5,Low Value - Likely Churn,2011-11-21 10:39:00,11.0,0,247.59798634780873,0.0,Low Cost Engagement
13190.0,513,4,518.76,1,3,2,6,Low Value - Likely Churn,,,1,58.75101204352322,58.75101204352322,No Action
13191.0,627,1,164.69,1,1,1,3,Low Value - Likely Churn,,,1,-3.4312742660441433,-3.4312742660441433,No Action
13192.0,64,8,2544.53,3,4,4,11,Mid Value - Stable,,,1,472.211898616418,472.211898616418,Low Cost Engagement
13193.0,30,1,117.88,4,1,1,6,New / Low Engagement,,,1,,,Low Cost Engagement
13194.0,105,2,472.78,3,2,2,7,Mid Value - Stable,,,1,39.48191919259047,39.48191919259047,No Action
13195.0,383,1,172.38,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13196.0,54,6,2848.81,4,4,5,13,High Value - Loyal,2011-11-28 13:54:00,19.0,0,832.5921645197358,0.0,Loyalty / Upsell
13197.0,579,1,373.0100000000001,1,1,2,4,Low Value - Likely Churn,,,1,-3.6826155527597755,-3.6826155527597755,No Action
13198.0,33,11,4520.22,4,5,5,14,High Value - Loyal,2011-11-29 15:17:00,20.0,0,1552.1183801248185,0.0,Loyalty / Upsell
13199.0,1,60,14274.24,5,5,5,15,High Value - Loyal,2011-12-06 12:30:00,26.0,0,3630.182703778443,0.0,Loyalty / Upsell
13200.0,43,2,627.01,4,2,3,9,New / Low Engagement,2011-11-20 15:35:00,11.0,0,660.4303461757385,0.0,Loyalty / Upsell
13201.0,471,4,1240.61,1,3,4,8,Mid Value - Stable,,,1,71.19634624734327,71.19634624734327,No Action
13202.0,348,8,1571.35,2,4,4,10,High Value - At Risk,,,1,110.24046223624882,110.24046223624882,Low Cost Engagement
13203.0,8,10,2467.33,5,5,4,14,High Value - Loyal,2011-11-30 10:45:00,20.0,0,551.3065357246901,0.0,Loyalty / Upsell
13204.0,700,1,966.66,1,1,3,5,Low Value - Likely Churn,,,1,-3.11465538468094,-3.11465538468094,No Action
13205.0,412,1,2803.2,1,1,5,7,Mid Value - Stable,,,1,,,Low Cost Engagement
13206.0,369,15,8280.13,2,5,5,12,High Value - At Risk,,,1,54.39995718211357,54.39995718211357,No Action
13207.0,120,3,483.12000000000006,3,3,2,8,Mid Value - Stable,2011-11-24 14:52:00,15.0,0,106.13924610237144,0.0,Low Cost Engagement
13208.0,28,10,1970.5,4,5,4,13,High Value - Loyal,,,1,455.8034647103905,455.8034647103905,Low Cost Engagement
13209.0,77,13,6702.53,3,5,5,13,High Value - Loyal,2011-11-09 13:54:00,0.0,0,2027.151955453574,0.0,Loyalty / Upsell
13210.0,63,1,353.48,4,1,2,7,New / Low Engagement,,,1,,,Low Cost Engagement
13211.0,64,11,2396.09,3,5,4,12,Mid Value - Stable,2011-11-29 14:43:00,20.0,0,602.0217711603424,0.0,Loyalty / Upsell
13212.0,30,2,291.47,4,2,2,8,New / Low Engagement,2011-11-30 15:12:00,21.0,0,1020.4350589823727,0.0,Loyalty / Upsell
13213.0,26,14,3834.62,4,5,5,14,High Value - Loyal,,,1,1034.9065781196505,1034.9065781196505,High Priority Retention
13214.0,387,7,3264.23,2,4,5,11,High Value - At Risk,,,1,66.25608384569739,66.25608384569739,No Action
13215.0,371,1,81.6,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13216.0,237,1,333.74,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13217.0,91,6,266.12,3,4,2,9,Mid Value - Stable,,,1,38.89603684653429,38.89603684653429,No Action
13218.0,96,1,62.63999999999999,3,1,1,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13219.0,587,1,76.23,1,1,1,3,Low Value - Likely Churn,,,1,-3.633722519898358,-3.633722519898358,No Action
13220.0,47,5,1336.09,4,4,4,12,Mid Value - Stable,,,1,265.613969837982,265.613969837982,Low Cost Engagement
13221.0,209,2,847.41,3,2,3,8,Mid Value - Stable,,,1,202.3816270682187,202.3816270682187,Low Cost Engagement
13222.0,546,1,88.5,1,1,1,3,Low Value - Likely Churn,,,1,-3.867669360053207,-3.867669360053207,No Action
13223.0,169,6,969.12,3,4,3,10,Mid Value - Stable,,,1,193.63536993783697,193.63536993783697,Low Cost Engagement
13224.0,29,3,2150.85,4,3,4,11,Mid Value - Stable,,,1,1327.526989907704,1327.526989907704,High Priority Retention
13225.0,29,16,14516.07,4,5,5,14,High Value - Loyal,2011-12-06 13:29:00,27.0,0,3395.2375340625176,0.0,Loyalty / Upsell
13226.0,242,2,312.46,2,2,2,6,Low Value - Likely Churn,,,1,56.986710388502765,56.986710388502765,No Action
13227.0,171,1,257.7,3,1,2,6,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13228.0,50,1,358.0,4,1,2,7,New / Low Engagement,,,1,,,Low Cost Engagement
13229.0,195,1,160.95,3,1,1,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13230.0,107,29,5744.43,3,5,5,13,High Value - Loyal,2011-12-05 16:03:00,26.0,0,1570.3435156934636,0.0,Loyalty / Upsell
13231.0,515,1,-355.2,1,1,1,3,Low Value - Likely Churn,,,1,-4.0656205786697575,-4.0656205786697575,No Action
13232.0,67,5,1048.3,3,4,3,10,Mid Value - Stable,2011-11-27 10:39:00,17.0,0,814.133505046629,0.0,Loyalty / Upsell
13233.0,43,4,1176.46,4,3,4,11,Mid Value - Stable,,,1,255.82220704200464,255.82220704200464,Low Cost Engagement
13234.0,642,2,356.95,1,2,2,5,Low Value - Likely Churn,,,1,14.364070943204293,14.364070943204293,No Action
13235.0,181,2,101.17000000000009,3,2,1,6,Low Value - Likely Churn,,,1,1.8247509173468999,1.8247509173468999,No Action
13236.0,57,2,421.65,4,2,2,8,New / Low Engagement,2011-11-15 12:50:00,6.0,0,427.67398378788175,0.0,Low Cost Engagement
13237.0,357,1,643.0,2,1,3,6,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13238.0,133,4,624.75,3,3,3,9,Mid Value - Stable,2011-11-28 15:30:00,19.0,0,264.58044175083404,0.0,Low Cost Engagement
13239.0,231,6,1579.84,2,4,4,10,High Value - At Risk,,,1,296.2786082707343,296.2786082707343,Low Cost Engagement
13240.0,65,9,1661.17,3,4,4,11,Mid Value - Stable,,,1,429.90690131230537,429.90690131230537,Low Cost Engagement
13241.0,381,1,115.58,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13242.0,81,7,699.4,3,4,3,10,Mid Value - Stable,,,1,158.2098960372674,158.2098960372674,Low Cost Engagement
13243.0,172,5,1278.04,3,4,4,11,Mid Value - Stable,,,1,326.1531451974164,326.1531451974164,Low Cost Engagement
13244.0,62,1,121.74,4,1,1,6,New / Low Engagement,,,1,,,Low Cost Engagement
13245.0,20,2,989.22,5,2,3,10,New / Low Engagement,,,1,273.55427894584665,273.55427894584665,Low Cost Engagement
13246.0,145,12,3216.57,3,5,5,13,High Value - Loyal,2011-11-21 16:50:00,12.0,0,1003.6606738698462,0.0,Loyalty / Upsell
13247.0,20,2,390.87,5,2,2,9,New / Low Engagement,2011-11-22 10:59:00,12.0,0,314.17770604335703,0.0,Low Cost Engagement
13248.0,94,2,465.68,3,2,2,7,Mid Value - Stable,,,1,85.5225359080114,85.5225359080114,No Action
13249.0,61,9,1608.93,4,4,4,12,Mid Value - Stable,,,1,387.1079685624386,387.1079685624386,Low Cost Engagement
13250.0,422,3,248.54,1,3,1,5,Low Value - Likely Churn,,,1,10.064315887111395,10.064315887111395,No Action
13251.0,371,1,252.68,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13252.0,363,3,341.3,2,3,2,7,Mid Value - Stable,,,1,0.9454746360776556,0.9454746360776556,No Action
13253.0,126,4,2951.11,3,3,5,11,Mid Value - Stable,,,1,549.9840360832236,549.9840360832236,High Priority Retention
13254.0,345,1,51.41,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13255.0,343,2,730.65,2,2,3,7,Mid Value - Stable,2011-12-06 10:56:00,26.0,0,238.36000800427627,0.0,Low Cost Engagement
13257.0,397,3,117.95,1,3,1,5,Low Value - Likely Churn,,,1,0.14091860786619073,0.14091860786619073,No Action
13258.0,174,3,561.22,3,3,3,9,Mid Value - Stable,2011-11-28 09:31:00,18.0,0,409.30293468804103,0.0,Low Cost Engagement
13259.0,31,9,1433.38,4,4,4,12,Mid Value - Stable,,,1,330.6786114109042,330.6786114109042,Low Cost Engagement
13260.0,30,1,557.62,4,1,3,8,New / Low Engagement,,,1,,,Low Cost Engagement
13261.0,238,2,944.1,2,2,3,7,Mid Value - Stable,,,1,41.08683794918235,41.08683794918235,No Action
13262.0,232,3,573.45,2,3,3,8,Mid Value - Stable,,,1,112.76954045945084,112.76954045945084,Low Cost Engagement
13263.0,12,35,7834.76,5,5,5,15,High Value - Loyal,2011-12-08 13:59:00,29.0,0,3154.884083015536,0.0,Loyalty / Upsell
13264.0,412,1,722.5600000000001,1,1,3,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13265.0,22,5,2107.66,4,4,4,12,Mid Value - Stable,,,1,1108.7943538260943,1108.7943538260943,High Priority Retention
13266.0,12,27,5386.83,5,5,5,15,High Value - Loyal,2011-11-28 14:39:00,19.0,0,1302.779844302771,0.0,Loyalty / Upsell
13267.0,5,45,8500.95,5,5,5,15,High Value - Loyal,2011-12-07 11:12:00,27.0,0,2072.9686033141993,0.0,Loyalty / Upsell
13268.0,8,11,2843.38,5,5,5,15,High Value - Loyal,2011-11-22 11:51:00,12.0,0,1465.2435012485182,0.0,Loyalty / Upsell
13269.0,15,26,7433.01,5,5,5,15,High Value - Loyal,2011-12-08 14:53:00,29.0,0,1965.8831239700849,0.0,Loyalty / Upsell
13270.0,335,1,1180.0,2,1,4,7,Mid Value - Stable,,,1,,,Low Cost Engagement
13271.0,6,2,178.26,5,2,1,8,New / Low Engagement,,,1,,,Low Cost Engagement
13272.0,0,2,276.56,5,2,2,9,New / Low Engagement,,,1,288.4262855750355,288.4262855750355,Low Cost Engagement
13273.0,82,1,138.98,3,1,1,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13274.0,378,1,360.85,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13275.0,353,2,241.66,2,2,1,5,Low Value - Likely Churn,,,1,23.258553571836085,23.258553571836085,No Action
13276.0,33,7,1918.56,4,4,4,12,Mid Value - Stable,,,1,447.6680045036662,447.6680045036662,Low Cost Engagement
13277.0,85,5,390.8,3,4,2,9,Mid Value - Stable,2011-11-24 09:21:00,14.0,0,170.9296695054036,0.0,Low Cost Engagement
13278.0,10,5,1428.2,5,4,4,13,High Value - Loyal,,,1,369.42940432050693,369.42940432050693,Low Cost Engagement
13279.0,33,2,126.3,4,2,1,7,New / Low Engagement,,,1,7.216580399923696,7.216580399923696,No Action
13280.0,91,8,2297.13,3,4,4,11,Mid Value - Stable,,,1,493.2484256099068,493.2484256099068,Low Cost Engagement
13281.0,406,3,306.45,1,3,2,6,Low Value - Likely Churn,,,1,70.42758551064694,70.42758551064694,No Action
13282.0,48,6,869.85,4,4,3,11,Mid Value - Stable,2011-11-21 15:33:00,12.0,0,444.6342719420993,0.0,Low Cost Engagement
13283.0,29,4,373.36,4,3,2,9,Mid Value - Stable,,,1,77.41396415964856,77.41396415964856,No Action
13284.0,292,2,196.15,2,2,1,5,Low Value - Likely Churn,,,1,0.9710455008442431,0.9710455008442431,No Action
13285.0,130,5,2625.57,3,4,4,11,Mid Value - Stable,2011-11-16 13:19:00,7.0,0,889.447649729635,0.0,Loyalty / Upsell
13286.0,569,1,734.91,1,1,3,5,Low Value - Likely Churn,,,1,-3.732844572286641,-3.732844572286641,No Action
13287.0,552,7,519.67,1,4,2,7,High Value - At Risk,,,1,0.9365284401297446,0.9365284401297446,No Action
13288.0,412,6,892.16,1,4,3,8,High Value - At Risk,,,1,31.101029160158262,31.101029160158262,No Action
13289.0,693,1,307.95,1,1,2,4,Low Value - Likely Churn,,,1,-3.146469677331815,-3.146469677331815,No Action
13290.0,400,3,-208.63,1,3,1,5,Low Value - Likely Churn,,,1,0.5562722222664199,0.5562722222664199,No Action
13291.0,125,11,3320.84,3,5,5,13,High Value - Loyal,,,1,743.2644316482144,743.2644316482144,High Priority Retention
13292.0,8,6,987.79,5,4,3,12,Mid Value - Stable,,,1,267.0408286989827,267.0408286989827,Low Cost Engagement
13293.0,361,7,1180.34,2,4,4,10,High Value - At Risk,,,1,129.8564131541533,129.8564131541533,Low Cost Engagement
13294.0,159,3,1689.53,3,3,4,10,Mid Value - Stable,,,1,285.8794422262823,285.8794422262823,Low Cost Engagement
13295.0,329,9,1058.02,2,4,3,9,High Value - At Risk,,,1,13.484910507660059,13.484910507660059,No Action
13296.0,106,6,792.51,3,4,3,10,Mid Value - Stable,,,1,203.89996434376917,203.89996434376917,Low Cost Engagement
13297.0,36,5,3578.2,4,4,5,13,High Value - Loyal,2011-12-02 09:32:00,22.0,0,1211.4979038306562,0.0,Loyalty / Upsell
13299.0,237,5,1173.3,2,4,4,10,High Value - At Risk,,,1,217.68639950893817,217.68639950893817,Low Cost Engagement
13300.0,134,5,1267.21,3,4,4,11,Mid Value - Stable,,,1,295.7543604115749,295.7543604115749,Low Cost Engagement
13301.0,73,4,618.09,3,3,3,9,Mid Value - Stable,,,1,262.1327264246075,262.1327264246075,Low Cost Engagement
13302.0,124,2,159.2,3,2,1,6,Low Value - Likely Churn,,,1,34.10714617410031,34.10714617410031,No Action
13303.0,369,1,61.72,2,1,1,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13304.0,320,7,1120.79,2,4,3,9,High Value - At Risk,,,1,103.76738240294509,103.76738240294509,Low Cost Engagement
13305.0,62,14,3225.1,4,5,5,14,High Value - Loyal,2011-12-05 15:15:00,26.0,0,878.7410384130313,0.0,Loyalty / Upsell
13306.0,399,1,53.65,1,1,1,3,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13307.0,89,3,273.34,3,3,2,8,Mid Value - Stable,,,1,17.816339941564603,17.816339941564603,No Action
13308.0,21,4,1366.59,4,3,4,11,Mid Value - Stable,2011-11-17 09:31:00,7.0,0,434.15843573042685,0.0,Low Cost Engagement
13309.0,14,5,1471.49,5,4,4,13,High Value - Loyal,2011-12-02 16:34:00,23.0,0,652.9474305248154,0.0,Loyalty / Upsell
13310.0,169,6,1195.02,3,4,4,11,Mid Value - Stable,2011-12-01 08:23:00,21.0,0,524.6291885524495,0.0,Loyalty / Upsell
13311.0,119,1,490.11,3,1,2,6,Low Value - Likely Churn,2011-12-05 12:55:00,26.0,0,170.31262001573006,0.0,Low Cost Engagement
13312.0,420,1,124.75,1,1,1,3,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13313.0,5,14,3110.59,5,5,5,15,High Value - Loyal,2011-11-17 16:48:00,8.0,0,709.7156832927797,0.0,Loyalty / Upsell
13314.0,20,3,392.19,5,3,2,10,Mid Value - Stable,2011-12-08 12:29:00,28.0,0,141.8253553893818,0.0,Low Cost Engagement
13315.0,658,1,310.26,1,1,2,4,Low Value - Likely Churn,,,1,-3.2892708653121847,-3.2892708653121847,No Action
13316.0,6,12,12906.93,5,5,5,15,High Value - Loyal,,,1,2915.5353210363483,2915.5353210363483,High Priority Retention
13317.0,33,31,6068.531,4,5,5,14,High Value - Loyal,,,1,1271.5567722917199,1271.5567722917199,High Priority Retention
13318.0,6,1,302.96,5,1,2,8,New / Low Engagement,2011-12-08 18:51:00,29.0,0,905.2631293123611,0.0,Loyalty / Upsell
13319.0,36,73,19109.12,4,5,5,14,High Value - Loyal,2011-12-04 13:34:00,25.0,0,4711.976976894042,0.0,Loyalty / Upsell
13320.0,39,9,2160.95,4,4,4,12,Mid Value - Stable,,,1,656.7589206933619,656.7589206933619,High Priority Retention
13321.0,41,2,567.36,4,2,3,9,New / Low Engagement,,,1,558.483988320186,558.483988320186,High Priority Retention
13323.0,1,2,218.0,5,2,1,8,New / Low Engagement,2011-12-06 17:12:00,27.0,0,1002.972044833121,0.0,Loyalty / Upsell
13324.0,1,23,10421.37,5,5,5,15,High Value - Loyal,,,1,2946.596884200937,2946.596884200937,High Priority Retention
13325.0,51,1,675.3,4,1,3,8,New / Low Engagement,,,1,,,Low Cost Engagement
13326.0,401,1,281.76,1,1,2,4,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13327.0,8,22,9741.03,5,5,5,15,High Value - Loyal,,,1,2037.9599767790592,2037.9599767790592,High Priority Retention
13328.0,285,1,1308.48,2,1,4,7,Mid Value - Stable,,,1,,,Low Cost Engagement
13329.0,1,14,4977.02,5,5,5,15,High Value - Loyal,,,1,1087.55574020497,1087.55574020497,High Priority Retention
13330.0,62,6,2806.18,4,4,5,13,High Value - Loyal,,,1,601.4222178223205,601.4222178223205,High Priority Retention
13331.0,371,1,262.4,2,1,2,5,Low Value - Likely Churn,,,1,,,Low Cost Engagement
13333.0,380,3,1015.74,2,3,3,8,Mid Value - Stable,,,1,209.6183325444506,209.6183325444506,Low Cost Engagement
13334.0,51,6,6257.0,4,4,5,13,High Value - Loyal,,,1,1462.0929284076287,1462.0929284076287,High Priority Retention
13335.0,509,1,-955.06,1,1,1,3,Low Value - Likely Churn,,,1,-4.106302334122172,-4.106302334122172,No Action
