Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,last_purchase_post,days_until_next_purchase,churned
13658.0,54,11,5229.67,4,5,5,14,High Value - Loyal,2011-11-30 10:13:00,20.0,0
13659.0,166,17,4716.63,3,5,5,13,High Value - Loyal,,,1
13660.0,365,2,303.69,2,2,2,6,Low Value - Likely Churn,,,1
13661.0,572,1,325.24,1,1,2,4,Low Value - Likely Churn,,,1
13662.0,55,17,2183.13,4,5,4,13,High Value - Loyal,,,1
13663.0,148,6,2013.61,3,4,4,11,Mid Value - Stable,,,1
13664.0,651,1,-13.14,1,1,1,3,Low Value - Likely Churn,,,1
13665.0,355,3,1711.66,2,3,4,9,Mid Value - Stable,,,1
13666.0,29,5,127.9,4,4,1,9,Mid Value - Stable,,,1
13667.0,118,1,305.02,3,1,2,6,Low Value - Likely Churn,,,1
13668.0,1,42,11737.9,5,5,5,15,High Value - Loyal,2011-12-07 12:14:00,27.0,0
13669.0,20,3,413.55,5,3,2,10,Mid Value - Stable,,,1
13670.0,44,1,349.7,4,1,2,7,New / Low Engagement,,,1
13671.0,364,1,194.95,2,1,1,4,Low Value - Likely Churn,,,1
13672.0,270,7,162.07000000000002,2,4,1,7,High Value - At Risk,,,1
13673.0,1,1,213.6,5,1,1,7,New / Low Engagement,2011-11-21 12:11:00,11.0,0
13674.0,399,2,215.88,1,2,1,4,Low Value - Likely Churn,,,1
13675.0,120,2,486.8200000000001,3,2,2,7,Mid Value - Stable,,,1
13676.0,508,3,153.15,1,3,1,5,Low Value - Likely Churn,,,1
13677.0,374,2,556.1899999999999,2,2,3,7,Mid Value - Stable,,,1
13678.0,121,1,232.6,3,1,1,5,Low Value - Likely Churn,,,1
13679.0,463,3,281.26,1,3,2,6,Low Value - Likely Churn,,,1
13680.0,8,12,9277.18,5,5,5,15,High Value - Loyal,2011-12-08 13:47:00,29.0,0
13681.0,38,2,531.08,4,2,2,8,New / Low Engagement,2011-11-22 11:13:00,12.0,0
13682.0,156,1,59.5,3,1,1,5,Low Value - Likely Churn,,,1
13683.0,427,1,258.6,1,1,2,4,Low Value - Likely Churn,,,1
13684.0,255,6,546.52,2,4,2,8,High Value - At Risk,,,1
13685.0,14,3,1934.45,5,3,4,12,Mid Value - Stable,2011-12-07 11:41:00,27.0,0
13686.0,152,3,409.04,3,3,2,8,Mid Value - Stable,,,1
13687.0,407,1,11880.84,1,1,5,7,Mid Value - Stable,,,1
13688.0,604,1,375.5,1,1,2,4,Low Value - Likely Churn,,,1
13689.0,32,2,1259.5,4,2,4,10,New / Low Engagement,,,1
13690.0,28,1,172.25,4,1,1,6,New / Low Engagement,,,1
13691.0,365,1,212.78,2,1,1,4,Low Value - Likely Churn,,,1
13692.0,173,7,2399.71,3,4,4,11,Mid Value - Stable,2011-11-15 11:17:00,5.0,0
13693.0,294,13,1948.32,2,5,4,11,High Value - At Risk,,,1
13694.0,12,158,183038.14,5,5,5,15,High Value - Loyal,2011-12-06 09:32:00,26.0,0
13695.0,0,16,2770.73,5,5,5,15,High Value - Loyal,,,1
13696.0,391,4,2008.7,1,3,4,8,Mid Value - Stable,,,1
13697.0,8,1,151.29999999999998,5,1,1,7,New / Low Engagement,,,1
13698.0,566,2,465.53,1,2,2,5,Low Value - Likely Churn,,,1
13699.0,124,3,711.4,3,3,3,9,Mid Value - Stable,,,1
13700.0,21,13,2278.11,4,5,4,13,High Value - Loyal,2011-11-13 13:00:00,4.0,0
13701.0,406,2,159.55,1,2,1,4,Low Value - Likely Churn,,,1
13702.0,415,1,135.18,1,1,1,3,Low Value - Likely Churn,,,1
13703.0,287,3,99.5,2,3,1,6,Low Value - Likely Churn,,,1
13704.0,16,8,1893.27,5,4,4,13,High Value - Loyal,2011-12-04 15:13:00,25.0,0
13705.0,114,6,1846.15,3,4,4,11,Mid Value - Stable,2011-12-02 12:32:00,22.0,0
13706.0,272,2,631.17,2,2,3,7,Mid Value - Stable,,,1
13707.0,236,5,3365.86,2,4,5,11,High Value - At Risk,,,1
13708.0,240,1,296.88,2,1,2,5,Low Value - Likely Churn,,,1
13709.0,0,20,6984.5,5,5,5,15,High Value - Loyal,2011-12-06 10:28:00,26.0,0
13710.0,1,3,509.52,5,3,2,10,Mid Value - Stable,,,1
13711.0,188,15,1632.61,3,5,4,12,Mid Value - Stable,,,1
13712.0,216,2,766.42,2,2,3,7,Mid Value - Stable,,,1
13713.0,377,3,743.26,2,3,3,8,Mid Value - Stable,,,1
13714.0,434,1,161.35,1,1,1,3,Low Value - Likely Churn,,,1
13715.0,250,21,8438.34,2,5,5,12,High Value - At Risk,,,1
13716.0,238,1,138.28,2,1,1,4,Low Value - Likely Churn,,,1
13717.0,1,11,1748.05,5,5,4,14,High Value - Loyal,,,1
13718.0,215,2,306.55,2,2,2,6,Low Value - Likely Churn,,,1
13719.0,2,10,2693.59,5,5,4,14,High Value - Loyal,2011-11-24 15:26:00,15.0,0
13720.0,86,4,799.9,3,3,3,9,Mid Value - Stable,,,1
13721.0,5,2,741.54,5,2,3,10,New / Low Engagement,,,1
13722.0,89,11,5629.16,3,5,5,13,High Value - Loyal,,,1
13723.0,186,6,1209.2,3,4,4,11,Mid Value - Stable,,,1
13724.0,606,1,213.01,1,1,1,3,Low Value - Likely Churn,,,1
13725.0,19,11,1809.81,5,5,4,14,High Value - Loyal,,,1
13726.0,8,2,1079.66,5,2,3,10,New / Low Engagement,,,1
13727.0,3,8,956.9,5,4,3,12,Mid Value - Stable,2011-11-11 09:46:00,1.0,0
13728.0,6,16,2855.17,5,5,5,15,High Value - Loyal,,,1
13729.0,405,5,676.4300000000001,1,4,3,8,High Value - At Risk,,,1
13730.0,105,2,752.6,3,2,3,8,Mid Value - Stable,,,1
13731.0,188,2,610.59,3,2,3,8,Mid Value - Stable,,,1
13733.0,380,3,484.53,2,3,2,7,Mid Value - Stable,,,1
13734.0,478,6,3451.2900000000004,1,4,5,10,High Value - At Risk,,,1
13735.0,12,20,8999.09,5,5,5,15,High Value - Loyal,2011-11-15 11:14:00,5.0,0
13736.0,229,11,2340.64,2,5,4,11,High Value - At Risk,2011-12-04 15:19:00,25.0,0
13737.0,169,1,339.6,3,1,2,6,Low Value - Likely Churn,,,1
13738.0,365,1,440.93,2,1,2,5,Low Value - Likely Churn,,,1
13739.0,497,1,75.3,1,1,1,3,Low Value - Likely Churn,2011-11-21 13:35:00,12.0,0
13740.0,210,5,1597.77,3,4,4,11,Mid Value - Stable,,,1
13741.0,41,4,666.33,4,3,3,10,Mid Value - Stable,,,1
13742.0,59,13,2763.02,4,5,5,14,High Value - Loyal,2011-11-23 11:07:00,13.0,0
13743.0,58,7,1064.39,4,4,3,11,Mid Value - Stable,2011-12-07 10:09:00,27.0,0
13744.0,64,2,1156.36,3,2,4,9,Mid Value - Stable,,,1
13745.0,120,4,761.27,3,3,3,9,Mid Value - Stable,,,1
13746.0,383,1,176.69,2,1,1,4,Low Value - Likely Churn,,,1
13747.0,343,2,249.4,2,2,1,5,Low Value - Likely Churn,,,1
13748.0,65,9,2268.35,3,4,4,11,Mid Value - Stable,,,1
13749.0,670,1,-10.25,1,1,1,3,Low Value - Likely Churn,,,1
13750.0,23,13,3563.6,4,5,5,14,High Value - Loyal,,,1
13751.0,257,1,296.25,2,1,2,5,Low Value - Likely Churn,,,1
13752.0,93,7,1590.73,3,4,4,11,Mid Value - Stable,,,1
13753.0,257,4,2094.57,2,3,4,9,Mid Value - Stable,,,1
13754.0,121,3,447.05,3,3,2,8,Mid Value - Stable,,,1
13755.0,7,4,1025.41,5,3,3,11,Mid Value - Stable,2011-12-06 12:26:00,26.0,0
13756.0,5,20,7878.160000000001,5,5,5,15,High Value - Loyal,2011-12-07 16:44:00,28.0,0
13757.0,644,1,195.55,1,1,1,3,Low Value - Likely Churn,,,1
13758.0,8,18,8750.33,5,5,5,15,High Value - Loyal,2011-11-28 11:11:00,18.0,0
13759.0,2,2,659.4100000000001,5,2,3,10,New / Low Engagement,,,1
13760.0,23,6,1358.64,4,4,4,12,Mid Value - Stable,,,1
13761.0,19,6,1952.17,5,4,4,13,High Value - Loyal,,,1
13762.0,173,6,2165.76,3,4,4,11,Mid Value - Stable,,,1
13763.0,32,6,5181.99,4,4,5,13,High Value - Loyal,,,1
13764.0,40,6,2953.26,4,4,5,13,High Value - Loyal,,,1
13765.0,622,1,352.821,1,1,2,4,Low Value - Likely Churn,,,1
13766.0,464,1,190.35,1,1,1,3,Low Value - Likely Churn,,,1
13767.0,30,92,31646.5,4,5,5,14,High Value - Loyal,2011-12-07 15:00:00,28.0,0
13768.0,533,8,758.07,1,4,3,8,High Value - At Risk,,,1
13769.0,6,27,5450.400000000001,5,5,5,15,High Value - Loyal,2011-12-07 15:08:00,28.0,0
13770.0,391,4,785.37,1,3,3,7,Mid Value - Stable,,,1
13771.0,33,10,5726.07,4,5,5,14,High Value - Loyal,,,1
13772.0,3,9,3094.72,5,4,5,14,High Value - Loyal,,,1
13773.0,366,2,301.54,2,2,2,6,Low Value - Likely Churn,,,1
13774.0,51,1,345.0,4,1,2,7,New / Low Engagement,,,1
13775.0,560,1,1049.66,1,1,3,5,Low Value - Likely Churn,,,1
13776.0,397,8,-340.17,1,4,1,6,High Value - At Risk,,,1
13777.0,27,66,47030.82,4,5,5,14,High Value - Loyal,2011-12-09 12:25:00,29.0,0
13778.0,72,5,1116.54,3,4,3,10,Mid Value - Stable,,,1
13779.0,485,1,161.13,1,1,1,3,Low Value - Likely Churn,,,1
13780.0,140,2,492.09,3,2,2,7,Mid Value - Stable,2011-12-02 13:49:00,23.0,0
13781.0,220,4,770.88,2,3,3,8,Mid Value - Stable,,,1
13782.0,17,13,1615.71,5,5,4,14,High Value - Loyal,2011-11-27 11:54:00,17.0,0
13783.0,457,4,1542.09,1,3,4,8,Mid Value - Stable,,,1
13784.0,27,14,2859.02,4,5,5,14,High Value - Loyal,2011-11-30 09:33:00,20.0,0
13785.0,398,4,542.49,1,3,2,6,Low Value - Likely Churn,,,1
13786.0,336,8,2736.41,2,4,5,11,High Value - At Risk,,,1
13787.0,45,9,1173.7,4,4,4,12,Mid Value - Stable,,,1
13788.0,474,1,3.75,1,1,1,3,Low Value - Likely Churn,,,1
13789.0,357,1,239.46,2,1,1,4,Low Value - Likely Churn,,,1
13791.0,12,3,1047.68,5,3,3,11,Mid Value - Stable,,,1
13792.0,35,3,383.95,4,3,2,9,Mid Value - Stable,,,1
13793.0,616,1,96.0,1,1,1,3,Low Value - Likely Churn,,,1
13794.0,516,1,126.03,1,1,1,3,Low Value - Likely Churn,,,1
13795.0,357,4,836.3,2,3,3,8,Mid Value - Stable,,,1
13796.0,468,1,289.7,1,1,2,4,Low Value - Likely Churn,,,1
13797.0,406,4,1168.45,1,3,4,8,Mid Value - Stable,,,1
13798.0,0,119,70275.06,5,5,5,15,High Value - Loyal,2011-12-08 15:51:00,29.0,0
13799.0,86,13,2039.82,3,5,4,12,Mid Value - Stable,,,1
13800.0,279,3,1679.56,2,3,4,9,Mid Value - Stable,,,1
13801.0,36,1,324.8,4,1,2,7,New / Low Engagement,,,1
13802.0,107,24,25491.56,3,5,5,13,High Value - Loyal,,,1
13803.0,224,4,1319.11,2,3,4,9,Mid Value - Stable,,,1
13804.0,0,9,3208.52,5,4,5,14,High Value - Loyal,,,1
13805.0,21,2,924.6,4,2,3,9,New / Low Engagement,,,1
13806.0,33,1,256.38,4,1,2,7,New / Low Engagement,,,1
13807.0,336,4,509.9,2,3,2,7,Mid Value - Stable,,,1
13808.0,16,4,1518.5,5,3,4,12,Mid Value - Stable,2011-12-04 12:18:00,24.0,0
13809.0,274,3,679.7,2,3,3,8,Mid Value - Stable,,,1
13810.0,25,3,653.5,4,3,3,10,Mid Value - Stable,2011-11-11 08:33:00,1.0,0
13811.0,153,4,591.75,3,3,3,9,Mid Value - Stable,,,1
13812.0,11,3,539.0,5,3,2,10,Mid Value - Stable,,,1
13813.0,9,12,2686.42,5,5,4,14,High Value - Loyal,,,1
13814.0,25,5,2239.07,4,4,4,12,Mid Value - Stable,,,1
13815.0,118,8,6236.18,3,4,5,12,Mid Value - Stable,2011-11-17 14:19:00,8.0,0
13816.0,27,2,363.73,4,2,2,8,New / Low Engagement,2011-11-16 08:38:00,6.0,0
13817.0,321,1,128.7,2,1,1,4,Low Value - Likely Churn,2011-11-10 17:49:00,1.0,0
13818.0,399,1,61.28,1,1,1,3,Low Value - Likely Churn,,,1
13819.0,271,7,2631.1,2,4,4,10,High Value - At Risk,,,1
13820.0,387,5,640.4,2,4,3,9,High Value - At Risk,,,1
13821.0,114,7,1387.03,3,4,4,11,Mid Value - Stable,,,1
13822.0,9,1,468.38,5,1,2,8,New / Low Engagement,2011-12-04 12:13:00,24.0,0
13823.0,61,7,3051.31,4,4,5,13,High Value - Loyal,2011-11-21 10:22:00,11.0,0
13824.0,2,14,3273.36,5,5,5,15,High Value - Loyal,,,1
13825.0,591,2,255.59,1,2,2,5,Low Value - Likely Churn,,,1
13826.0,127,2,174.65,3,2,1,6,Low Value - Likely Churn,,,1
13827.0,27,3,412.05,4,3,2,9,Mid Value - Stable,,,1
13829.0,328,2,0.0,2,2,1,5,Low Value - Likely Churn,,,1
13830.0,543,2,135.95000000000002,1,2,1,4,Low Value - Likely Churn,,,1
13831.0,57,19,6601.78,4,5,5,14,High Value - Loyal,2011-11-23 15:41:00,14.0,0
13832.0,391,1,561.49,1,1,3,5,Low Value - Likely Churn,2011-11-22 12:31:00,12.0,0
13833.0,128,2,701.36,3,2,3,8,Mid Value - Stable,,,1
13834.0,546,3,247.89,1,3,1,5,Low Value - Likely Churn,,,1
13835.0,22,7,953.16,4,4,3,11,Mid Value - Stable,2011-11-14 15:37:00,5.0,0
13836.0,368,3,602.52,2,3,3,8,Mid Value - Stable,,,1
13837.0,181,2,271.24,3,2,2,7,Mid Value - Stable,,,1
13838.0,87,9,1753.95,3,4,4,11,Mid Value - Stable,2011-12-04 11:00:00,24.0,0
13839.0,455,1,139.95000000000002,1,1,1,3,Low Value - Likely Churn,,,1
13840.0,385,1,651.4,2,1,3,6,Low Value - Likely Churn,,,1
13841.0,222,1,85.0,2,1,1,4,Low Value - Likely Churn,,,1
13842.0,28,19,5604.96,4,5,5,14,High Value - Loyal,,,1
13843.0,350,1,319.75,2,1,2,5,Low Value - Likely Churn,,,1
13845.0,34,1,312.98,4,1,2,7,New / Low Engagement,,,1
13846.0,211,4,1089.21,3,3,3,9,Mid Value - Stable,2011-11-15 12:07:00,5.0,0
13847.0,689,1,310.72,1,1,2,4,Low Value - Likely Churn,,,1
13848.0,61,8,3335.0,4,4,5,13,High Value - Loyal,,,1
13849.0,21,6,3443.8,4,4,5,13,High Value - Loyal,,,1
13850.0,57,2,1586.81,4,2,4,10,New / Low Engagement,,,1
13851.0,65,9,4516.76,3,4,5,12,Mid Value - Stable,,,1
13852.0,576,2,170.45000000000002,1,2,1,4,Low Value - Likely Churn,,,1
13853.0,26,1,1090.14,4,1,3,8,New / Low Engagement,2011-12-01 08:12:00,21.0,0
13854.0,6,43,11545.89,5,5,5,15,High Value - Loyal,2011-12-01 09:06:00,21.0,0
13855.0,470,5,1253.94,1,4,4,9,High Value - At Risk,,,1
13856.0,138,15,1058.88,3,5,3,11,Mid Value - Stable,,,1
13857.0,362,7,997.11,2,4,3,9,High Value - At Risk,,,1
13858.0,26,1,216.17,4,1,1,6,New / Low Engagement,,,1
13859.0,295,2,515.86,2,2,2,6,Low Value - Likely Churn,,,1
13860.0,21,4,611.91,4,3,3,10,Mid Value - Stable,2011-12-08 12:57:00,29.0,0
13861.0,398,3,251.31,1,3,2,6,Low Value - Likely Churn,,,1
13862.0,42,10,2414.38,4,5,4,13,High Value - Loyal,2011-11-21 16:24:00,12.0,0
13863.0,214,6,1217.63,2,4,4,10,High Value - At Risk,,,1
13864.0,356,1,662.4000000000001,2,1,3,6,Low Value - Likely Churn,,,1
13865.0,27,4,501.56,4,3,2,9,Mid Value - Stable,,,1
13866.0,43,1,145.67000000000002,4,1,1,6,New / Low Engagement,,,1
13867.0,0,3,1015.29,5,3,3,11,Mid Value - Stable,,,1
13868.0,8,1,507.54,5,1,2,8,New / Low Engagement,2011-12-02 16:32:00,23.0,0
13869.0,92,10,8111.57,3,5,5,13,High Value - Loyal,,,1
13870.0,7,17,5537.09,5,5,5,15,High Value - Loyal,2011-12-07 13:23:00,28.0,0
13871.0,14,20,7272.19,5,5,5,15,High Value - Loyal,2011-11-17 10:49:00,7.0,0
13872.0,482,6,891.32,1,4,3,8,High Value - At Risk,,,1
13873.0,89,9,1031.02,3,4,3,10,Mid Value - Stable,,,1
13874.0,327,10,1989.2,2,5,4,11,High Value - At Risk,,,1
13875.0,23,14,4814.37,4,5,5,14,High Value - Loyal,,,1
13876.0,33,1,122.7,4,1,1,6,New / Low Engagement,,,1
13877.0,55,5,446.33,4,4,2,10,Mid Value - Stable,,,1
13878.0,24,4,2473.06,4,3,4,11,Mid Value - Stable,,,1
13879.0,615,1,395.5,1,1,2,4,Low Value - Likely Churn,,,1
13880.0,21,16,3995.01,4,5,5,14,High Value - Loyal,2011-11-18 13:44:00,9.0,0
13881.0,8,45,40696.82,5,5,5,15,High Value - Loyal,2011-12-06 12:50:00,27.0,0
13882.0,8,3,623.46,5,3,3,11,Mid Value - Stable,2011-12-07 11:16:00,27.0,0
13883.0,169,24,5447.19,3,5,5,13,High Value - Loyal,2011-12-08 19:20:00,29.0,0
13884.0,58,13,1605.28,4,5,4,13,High Value - Loyal,2011-12-02 16:30:00,23.0,0
13885.0,158,2,506.8,3,2,2,7,Mid Value - Stable,,,1
13886.0,40,1,243.56,4,1,1,6,New / Low Engagement,,,1
13887.0,173,1,349.55,3,1,2,6,Low Value - Likely Churn,,,1
13888.0,89,7,2169.05,3,4,4,11,Mid Value - Stable,,,1
13889.0,62,8,1855.73,4,4,4,12,Mid Value - Stable,,,1
13890.0,2,16,1984.78,5,5,4,14,High Value - Loyal,2011-12-08 15:36:00,29.0,0
13891.0,347,3,863.5600000000001,2,3,3,8,Mid Value - Stable,,,1
13892.0,22,5,1206.45,4,4,4,12,Mid Value - Stable,2011-11-13 11:50:00,3.0,0
13893.0,267,1,821.1,2,1,3,6,Low Value - Likely Churn,,,1
13894.0,271,2,150.95,2,2,1,5,Low Value - Likely Churn,2011-11-17 13:35:00,8.0,0
13895.0,36,6,3246.61,4,4,5,13,High Value - Loyal,2011-11-18 17:15:00,9.0,0
13896.0,595,1,388.55,1,1,2,4,Low Value - Likely Churn,,,1
13897.0,19,3,1160.72,5,3,4,12,Mid Value - Stable,,,1
13898.0,295,2,686.4,2,2,3,7,Mid Value - Stable,,,1
13899.0,244,1,298.5,2,1,2,5,Low Value - Likely Churn,2011-11-23 13:40:00,14.0,0
13900.0,152,7,1608.09,3,4,4,11,Mid Value - Stable,,,1
13901.0,41,20,5599.34,4,5,5,14,High Value - Loyal,,,1
13902.0,601,8,30411.26,1,4,5,10,High Value - At Risk,,,1
13903.0,369,1,165.45000000000002,2,1,1,4,Low Value - Likely Churn,,,1
13904.0,6,2,332.64,5,2,2,9,New / Low Engagement,,,1
13905.0,540,3,244.45,1,3,1,5,Low Value - Likely Churn,,,1
13906.0,378,1,42.0,2,1,1,4,Low Value - Likely Churn,,,1
13907.0,661,1,136.8,1,1,1,3,Low Value - Likely Churn,,,1
13908.0,49,5,2347.05,4,4,4,12,Mid Value - Stable,,,1
13909.0,392,2,286.6,1,2,2,5,Low Value - Likely Churn,,,1
13910.0,412,1,-127.66,1,1,1,3,Low Value - Likely Churn,,,1
13911.0,26,22,4200.04,4,5,5,14,High Value - Loyal,,,1
13912.0,393,1,124.95,1,1,1,3,Low Value - Likely Churn,,,1
13913.0,476,1,42.22,1,1,1,3,Low Value - Likely Churn,,,1
13914.0,5,1,321.07,5,1,2,8,New / Low Engagement,2011-12-06 10:54:00,26.0,0
13915.0,363,2,31.200000000000003,2,2,1,5,Low Value - Likely Churn,,,1
13916.0,433,5,1260.51,1,4,4,9,High Value - At Risk,,,1
13917.0,19,2,272.04,5,2,2,9,New / Low Engagement,,,1
13918.0,19,2,1212.84,5,2,4,11,New / Low Engagement,,,1
13919.0,22,5,1326.03,4,4,4,12,Mid Value - Stable,,,1
13920.0,401,5,1734.88,1,4,4,9,High Value - At Risk,,,1
13921.0,368,5,720.75,2,4,3,9,High Value - At Risk,,,1
13922.0,321,5,824.7,2,4,3,9,High Value - At Risk,,,1
13923.0,23,1,351.13,4,1,2,7,New / Low Engagement,,,1
13924.0,1,6,1049.07,5,4,3,12,Mid Value - Stable,2011-12-08 09:39:00,28.0,0
13925.0,5,6,616.65,5,4,3,12,Mid Value - Stable,,,1
13927.0,44,3,689.96,4,3,3,10,Mid Value - Stable,,,1
13928.0,0,3,356.67,5,3,2,10,Mid Value - Stable,2011-11-29 10:33:00,19.0,0
13929.0,138,14,3318.1,3,5,5,13,High Value - Loyal,,,1
13930.0,27,2,337.34,4,2,2,8,New / Low Engagement,,,1
13931.0,55,12,5250.78,4,5,5,14,High Value - Loyal,,,1
13932.0,264,1,307.4,2,1,2,5,Low Value - Likely Churn,,,1
13933.0,78,2,608.7900000000001,3,2,3,8,Mid Value - Stable,,,1
13934.0,233,1,922.1,2,1,3,6,Low Value - Likely Churn,,,1
13935.0,566,3,6116.92,1,3,5,9,Mid Value - Stable,,,1
13936.0,140,4,924.36,3,3,3,9,Mid Value - Stable,,,1
13937.0,138,3,867.38,3,3,3,9,Mid Value - Stable,,,1
13938.0,4,1,71.66,5,1,1,7,New / Low Engagement,,,1
13939.0,78,9,1355.32,3,4,4,11,Mid Value - Stable,2011-11-16 13:33:00,7.0,0
13940.0,33,3,616.3,4,3,3,10,Mid Value - Stable,2011-11-22 15:15:00,13.0,0
13941.0,59,16,9592.49,4,5,5,14,High Value - Loyal,2011-11-18 09:43:00,8.0,0
13942.0,504,1,320.0,1,1,2,4,Low Value - Likely Churn,,,1
13943.0,547,1,246.54,1,1,1,3,Low Value - Likely Churn,,,1
13944.0,622,1,200.43,1,1,1,3,Low Value - Likely Churn,,,1
13945.0,364,2,854.15,2,2,3,7,Mid Value - Stable,,,1
13946.0,48,7,1745.43,4,4,4,12,Mid Value - Stable,,,1
13947.0,34,1,90.6,4,1,1,6,New / Low Engagement,,,1
13948.0,330,5,536.86,2,4,2,8,High Value - At Risk,,,1
13949.0,9,4,1604.25,5,3,4,12,Mid Value - Stable,2011-12-07 09:35:00,27.0,0
13950.0,42,2,323.66,4,2,2,8,New / Low Engagement,2011-11-28 14:44:00,19.0,0
13951.0,145,3,674.45,3,3,3,9,Mid Value - Stable,,,1
13952.0,180,17,12790.891,3,5,5,13,High Value - Loyal,,,1
13953.0,22,11,6229.36,4,5,5,14,High Value - Loyal,2011-12-02 16:04:00,23.0,0
13954.0,27,2,166.07999999999998,4,2,1,7,New / Low Engagement,2011-12-08 12:50:00,29.0,0
13955.0,123,3,545.17,3,3,2,8,Mid Value - Stable,,,1
13956.0,23,4,869.92,4,3,3,10,Mid Value - Stable,2011-12-04 13:20:00,25.0,0
13957.0,387,3,458.25,2,3,2,7,Mid Value - Stable,,,1
13958.0,341,12,4402.33,2,5,5,12,High Value - At Risk,,,1
13959.0,48,6,1076.18,4,4,3,11,Mid Value - Stable,,,1
13960.0,41,1,128.1,4,1,1,6,New / Low Engagement,2011-11-18 15:27:00,9.0,0
13961.0,354,2,498.7,2,2,2,6,Low Value - Likely Churn,,,1
13962.0,215,2,310.85,2,2,2,6,Low Value - Likely Churn,2011-11-18 08:47:00,8.0,0
13963.0,277,18,2899.62,2,5,5,12,High Value - At Risk,,,1
13964.0,356,3,421.9,2,3,2,7,Mid Value - Stable,,,1
13965.0,424,5,777.6600000000001,1,4,3,8,High Value - At Risk,,,1
13966.0,404,1,390.86,1,1,2,4,Low Value - Likely Churn,,,1
13967.0,115,2,166.3,3,2,1,6,Low Value - Likely Churn,,,1
13968.0,392,1,123.66,1,1,1,3,Low Value - Likely Churn,,,1
13969.0,7,34,10660.41,5,5,5,15,High Value - Loyal,2011-12-02 15:11:00,23.0,0
13970.0,355,2,846.55,2,2,3,7,Mid Value - Stable,,,1
13971.0,29,16,4201.43,4,5,5,14,High Value - Loyal,2011-12-01 08:27:00,21.0,0
13972.0,40,2,190.25,4,2,1,7,New / Low Engagement,,,1
13973.0,256,1,264.7,2,1,2,5,Low Value - Likely Churn,,,1
13974.0,18,4,663.52,5,3,3,11,Mid Value - Stable,,,1
13975.0,0,14,5327.29,5,5,5,15,High Value - Loyal,,,1
13976.0,176,4,1192.36,3,3,4,10,Mid Value - Stable,,,1
13977.0,380,1,519.8100000000001,2,1,2,5,Low Value - Likely Churn,,,1
13978.0,14,1,158.99,5,1,1,7,New / Low Engagement,2011-11-25 11:36:00,15.0,0
13979.0,42,11,3326.83,4,5,5,14,High Value - Loyal,,,1
13980.0,29,9,753.12,4,4,3,11,Mid Value - Stable,,,1
13981.0,370,2,327.39,2,2,2,6,Low Value - Likely Churn,,,1
13982.0,8,13,4418.79,5,5,5,15,High Value - Loyal,,,1
13983.0,9,29,6864.53,5,5,5,15,High Value - Loyal,2011-11-10 11:06:00,0.0,0
13984.0,95,12,1514.94,3,5,4,12,Mid Value - Stable,2011-11-13 12:38:00,3.0,0
13985.0,1,20,8302.72,5,5,5,15,High Value - Loyal,2011-12-05 17:06:00,26.0,0
13987.0,349,2,682.54,2,2,3,7,Mid Value - Stable,,,1
13988.0,13,9,4263.51,5,4,5,14,High Value - Loyal,2011-11-20 10:15:00,10.0,0
13989.0,35,5,2026.06,4,4,4,12,Mid Value - Stable,,,1
13990.0,182,1,311.3,3,1,2,6,Low Value - Likely Churn,,,1
13991.0,12,4,534.91,5,3,2,10,Mid Value - Stable,2011-11-27 16:18:00,18.0,0
13992.0,349,2,142.7,2,2,1,5,Low Value - Likely Churn,2011-11-09 15:23:00,0.0,0
13993.0,1,24,6690.36,5,5,5,15,High Value - Loyal,,,1
13994.0,9,5,2197.04,5,4,4,13,High Value - Loyal,2011-12-06 11:05:00,26.0,0
13995.0,25,17,3620.5,4,5,5,14,High Value - Loyal,2011-11-24 14:22:00,15.0,0
13996.0,355,2,895.76,2,2,3,7,Mid Value - Stable,,,1
13997.0,488,3,382.31,1,3,2,6,Low Value - Likely Churn,,,1
13998.0,416,3,566.7,1,3,3,7,Mid Value - Stable,,,1
13999.0,34,34,8713.61,4,5,5,14,High Value - Loyal,2011-11-29 13:40:00,20.0,0
14000.0,175,8,1877.59,3,4,4,11,Mid Value - Stable,,,1
14001.0,15,10,4517.34,5,5,5,15,High Value - Loyal,,,1
14002.0,103,2,529.73,3,2,2,7,Mid Value - Stable,,,1
14003.0,702,1,209.41,1,1,1,3,Low Value - Likely Churn,,,1
14004.0,12,11,6258.45,5,5,5,15,High Value - Loyal,,,1
14005.0,45,4,977.68,4,3,3,10,Mid Value - Stable,2011-11-30 12:41:00,20.0,0
14006.0,85,7,2196.67,3,4,4,11,Mid Value - Stable,,,1
14007.0,482,1,79.48,1,1,1,3,Low Value - Likely Churn,,,1
14008.0,344,2,493.74,2,2,2,6,Low Value - Likely Churn,,,1
14009.0,167,4,1090.23,3,3,3,9,Mid Value - Stable,,,1
14010.0,534,3,288.1,1,3,2,6,Low Value - Likely Churn,,,1
14011.0,449,3,451.92,1,3,2,6,Low Value - Likely Churn,,,1
14012.0,247,1,328.8,2,1,2,5,Low Value - Likely Churn,,,1
14013.0,79,6,1006.22,3,4,3,10,Mid Value - Stable,,,1
14014.0,46,3,1948.21,4,3,4,11,Mid Value - Stable,,,1
14015.0,22,1,917.34,4,1,3,8,New / Low Engagement,,,1
14016.0,123,13,11379.71,3,5,5,13,High Value - Loyal,,,1
