Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
13834.0,546,3,247.89,1,3,1,5,Low Value - Likely Churn
13835.0,22,7,953.16,4,4,3,11,Mid Value - Stable
13836.0,368,3,602.52,2,3,3,8,Mid Value - Stable
13837.0,181,2,271.24,3,2,2,7,Mid Value - Stable
13838.0,87,9,1753.95,3,4,4,11,Mid Value - Stable
13839.0,455,1,139.95000000000002,1,1,1,3,Low Value - Likely Churn
13840.0,385,1,651.4,2,1,3,6,Low Value - Likely Churn
13841.0,222,1,85.0,2,1,1,4,Low Value - Likely Churn
13842.0,28,19,5604.96,4,5,5,14,High Value - Loyal
13843.0,350,1,319.75,2,1,2,5,Low Value - Likely Churn
13845.0,34,1,312.98,4,1,2,7,New / Low Engagement
13846.0,211,4,1089.21,3,3,3,9,Mid Value - Stable
13847.0,689,1,310.72,1,1,2,4,Low Value - Likely Churn
13848.0,61,8,3335.0,4,4,5,13,High Value - Loyal
13849.0,21,6,3443.8,4,4,5,13,High Value - Loyal
13850.0,57,2,1586.81,4,2,4,10,New / Low Engagement
13851.0,65,9,4516.76,3,4,5,12,Mid Value - Stable
13852.0,576,2,170.45000000000002,1,2,1,4,Low Value - Likely Churn
13853.0,26,1,1090.14,4,1,3,8,New / Low Engagement
13854.0,6,43,11545.89,5,5,5,15,High Value - Loyal
13855.0,470,5,1253.94,1,4,4,9,High Value - At Risk
13856.0,138,15,1058.88,3,5,3,11,Mid Value - Stable
13857.0,362,7,997.11,2,4,3,9,High Value - At Risk
13858.0,26,1,216.17,4,1,1,6,New / Low Engagement
13859.0,295,2,515.86,2,2,2,6,Low Value - Likely Churn
13860.0,21,4,611.91,4,3,3,10,Mid Value - Stable
13861.0,398,3,251.31,1,3,2,6,Low Value - Likely Churn
13862.0,42,10,2414.38,4,5,4,13,High Value - Loyal
13863.0,214,6,1217.63,2,4,4,10,High Value - At Risk
13864.0,356,1,662.4000000000001,2,1,3,6,Low Value - Likely Churn
13865.0,27,4,501.56,4,3,2,9,Mid Value - Stable
13866.0,43,1,145.67000000000002,4,1,1,6,New / Low Engagement
13867.0,0,3,1015.29,5,3,3,11,Mid Value - Stable
13868.0,8,1,507.54,5,1,2,8,New / Low Engagement
13869.0,92,10,8111.57,3,5,5,13,High Value - Loyal
13870.0,7,17,5537.09,5,5,5,15,High Value - Loyal
13871.0,14,20,7272.1900000000005,5,5,5,15,High Value - Loyal
13872.0,482,6,891.32,1,4,3,8,High Value - At Risk
13873.0,89,9,1031.02,3,4,3,10,Mid Value - Stable
13874.0,327,10,1989.2,2,5,4,11,High Value - At Risk
13875.0,23,14,4814.37,4,5,5,14,High Value - Loyal
13876.0,33,1,122.7,4,1,1,6,New / Low Engagement
13877.0,55,5,446.33,4,4,2,10,Mid Value - Stable
13878.0,24,4,2473.06,4,3,4,11,Mid Value - Stable
13879.0,615,1,395.5,1,1,2,4,Low Value - Likely Churn
13880.0,21,16,3995.01,4,5,5,14,High Value - Loyal
13881.0,8,45,40696.82,5,5,5,15,High Value - Loyal
13882.0,8,3,623.46,5,3,3,11,Mid Value - Stable
13883.0,169,24,5447.19,3,5,5,13,High Value - Loyal
13884.0,58,13,1605.28,4,5,4,13,High Value - Loyal
13885.0,158,2,506.8,3,2,2,7,Mid Value - Stable
13886.0,40,1,243.56,4,1,1,6,New / Low Engagement
13887.0,173,1,349.55,3,1,2,6,Low Value - Likely Churn
13888.0,89,7,2169.05,3,4,4,11,Mid Value - Stable
13889.0,62,8,1855.73,4,4,4,12,Mid Value - Stable
13890.0,2,16,1984.78,5,5,4,14,High Value - Loyal
13891.0,347,3,863.5600000000001,2,3,3,8,Mid Value - Stable
13892.0,22,5,1206.45,4,4,4,12,Mid Value - Stable
13893.0,267,1,821.1,2,1,3,6,Low Value - Likely Churn
13894.0,271,2,150.95,2,2,1,5,Low Value - Likely Churn
13895.0,36,6,3246.61,4,4,5,13,High Value - Loyal
13896.0,595,1,388.55,1,1,2,4,Low Value - Likely Churn
13897.0,19,3,1160.72,5,3,4,12,Mid Value - Stable
13898.0,295,2,686.4,2,2,3,7,Mid Value - Stable
13899.0,244,1,298.5,2,1,2,5,Low Value - Likely Churn
13900.0,152,7,1608.09,3,4,4,11,Mid Value - Stable
13901.0,41,20,5599.34,4,5,5,14,High Value - Loyal
13902.0,601,8,30411.26,1,4,5,10,High Value - At Risk
13903.0,369,1,165.45000000000002,2,1,1,4,Low Value - Likely Churn
13904.0,6,2,332.64,5,2,2,9,New / Low Engagement
13905.0,540,3,244.45,1,3,1,5,Low Value - Likely Churn
13906.0,378,1,42.0,2,1,1,4,Low Value - Likely Churn
13907.0,661,1,136.8,1,1,1,3,Low Value - Likely Churn
13908.0,49,5,2347.05,4,4,4,12,Mid Value - Stable
13909.0,392,2,286.6,1,2,2,5,Low Value - Likely Churn
13910.0,412,1,-127.66,1,1,1,3,Low Value - Likely Churn
13911.0,26,22,4200.04,4,5,5,14,High Value - Loyal
13912.0,393,1,124.95,1,1,1,3,Low Value - Likely Churn
13913.0,476,1,42.22,1,1,1,3,Low Value - Likely Churn
13914.0,5,1,321.07,5,1,2,8,New / Low Engagement
13915.0,363,2,31.200000000000003,2,2,1,5,Low Value - Likely Churn
13916.0,433,5,1260.51,1,4,4,9,High Value - At Risk
13917.0,19,2,272.04,5,2,2,9,New / Low Engagement
13918.0,19,2,1212.8400000000001,5,2,4,11,New / Low Engagement
13919.0,22,5,1326.03,4,4,4,12,Mid Value - Stable
13920.0,401,5,1734.88,1,4,4,9,High Value - At Risk
13921.0,368,5,720.75,2,4,3,9,High Value - At Risk
13922.0,321,5,824.7,2,4,3,9,High Value - At Risk
13923.0,23,1,351.13,4,1,2,7,New / Low Engagement
13924.0,1,6,1049.07,5,4,3,12,Mid Value - Stable
13925.0,5,6,616.65,5,4,3,12,Mid Value - Stable
13927.0,44,3,689.96,4,3,3,10,Mid Value - Stable
13928.0,0,3,356.67,5,3,2,10,Mid Value - Stable
13929.0,138,14,3318.1,3,5,5,13,High Value - Loyal
13930.0,27,2,337.34,4,2,2,8,New / Low Engagement
13931.0,55,12,5250.78,4,5,5,14,High Value - Loyal
13932.0,264,1,307.4,2,1,2,5,Low Value - Likely Churn
13933.0,78,2,608.7900000000001,3,2,3,8,Mid Value - Stable
13934.0,233,1,922.1,2,1,3,6,Low Value - Likely Churn
13935.0,566,3,6116.92,1,3,5,9,Mid Value - Stable
13936.0,140,4,924.36,3,3,3,9,Mid Value - Stable
13937.0,138,3,867.38,3,3,3,9,Mid Value - Stable
13938.0,4,1,71.66,5,1,1,7,New / Low Engagement
13939.0,78,9,1355.32,3,4,4,11,Mid Value - Stable
13940.0,33,3,616.3,4,3,3,10,Mid Value - Stable
13941.0,59,16,9592.49,4,5,5,14,High Value - Loyal
13942.0,504,1,320.0,1,1,2,4,Low Value - Likely Churn
13943.0,547,1,246.54,1,1,1,3,Low Value - Likely Churn
13944.0,622,1,200.43,1,1,1,3,Low Value - Likely Churn
13945.0,364,2,854.15,2,2,3,7,Mid Value - Stable
13946.0,48,7,1745.43,4,4,4,12,Mid Value - Stable
13947.0,34,1,90.6,4,1,1,6,New / Low Engagement
13948.0,330,5,536.86,2,4,2,8,High Value - At Risk
13949.0,9,4,1604.25,5,3,4,12,Mid Value - Stable
13950.0,42,2,323.65999999999997,4,2,2,8,New / Low Engagement
13951.0,145,3,674.45,3,3,3,9,Mid Value - Stable
13952.0,180,17,12790.891,3,5,5,13,High Value - Loyal
13953.0,22,11,6229.36,4,5,5,14,High Value - Loyal
13954.0,27,2,166.07999999999998,4,2,1,7,New / Low Engagement
13955.0,123,3,545.17,3,3,2,8,Mid Value - Stable
13956.0,23,4,869.92,4,3,3,10,Mid Value - Stable
13957.0,387,3,458.25,2,3,2,7,Mid Value - Stable
13958.0,341,12,4402.33,2,5,5,12,High Value - At Risk
13959.0,48,6,1076.18,4,4,3,11,Mid Value - Stable
13960.0,41,1,128.1,4,1,1,6,New / Low Engagement
13961.0,354,2,498.7,2,2,2,6,Low Value - Likely Churn
13962.0,215,2,310.85,2,2,2,6,Low Value - Likely Churn
13963.0,277,18,2899.62,2,5,5,12,High Value - At Risk
13964.0,356,3,421.9,2,3,2,7,Mid Value - Stable
13965.0,424,5,777.6600000000001,1,4,3,8,High Value - At Risk
13966.0,404,1,390.86,1,1,2,4,Low Value - Likely Churn
13967.0,115,2,166.3,3,2,1,6,Low Value - Likely Churn
13968.0,392,1,123.66,1,1,1,3,Low Value - Likely Churn
13969.0,7,34,10660.41,5,5,5,15,High Value - Loyal
13970.0,355,2,846.55,2,2,3,7,Mid Value - Stable
13971.0,29,16,4201.43,4,5,5,14,High Value - Loyal
13972.0,40,2,190.25,4,2,1,7,New / Low Engagement
13973.0,256,1,264.7,2,1,2,5,Low Value - Likely Churn
13974.0,18,4,663.52,5,3,3,11,Mid Value - Stable
13975.0,0,14,5327.29,5,5,5,15,High Value - Loyal
13976.0,176,4,1192.36,3,3,4,10,Mid Value - Stable
13977.0,380,1,519.8100000000001,2,1,2,5,Low Value - Likely Churn
13978.0,14,1,158.99,5,1,1,7,New / Low Engagement
13979.0,42,11,3326.83,4,5,5,14,High Value - Loyal
13980.0,29,9,753.12,4,4,3,11,Mid Value - Stable
13981.0,370,2,327.39,2,2,2,6,Low Value - Likely Churn
13982.0,8,13,4418.79,5,5,5,15,High Value - Loyal
13983.0,9,29,6864.53,5,5,5,15,High Value - Loyal
13984.0,95,12,1514.94,3,5,4,12,Mid Value - Stable
13985.0,1,20,8302.72,5,5,5,15,High Value - Loyal
13987.0,349,2,682.54,2,2,3,7,Mid Value - Stable
13988.0,13,9,4263.51,5,4,5,14,High Value - Loyal
13989.0,35,5,2026.06,4,4,4,12,Mid Value - Stable
13990.0,182,1,311.3,3,1,2,6,Low Value - Likely Churn
13991.0,12,4,534.91,5,3,2,10,Mid Value - Stable
13992.0,349,2,142.7,2,2,1,5,Low Value - Likely Churn
13993.0,1,24,6690.36,5,5,5,15,High Value - Loyal
13994.0,9,5,2197.04,5,4,4,13,High Value - Loyal
13995.0,25,17,3620.5,4,5,5,14,High Value - Loyal
13996.0,355,2,895.76,2,2,3,7,Mid Value - Stable
13997.0,488,3,382.31,1,3,2,6,Low Value - Likely Churn
13998.0,416,3,566.7,1,3,3,7,Mid Value - Stable
13999.0,34,34,8713.61,4,5,5,14,High Value - Loyal
14000.0,175,8,1877.5900000000001,3,4,4,11,Mid Value - Stable
14001.0,15,10,4517.34,5,5,5,15,High Value - Loyal
14002.0,103,2,529.73,3,2,2,7,Mid Value - Stable
14003.0,702,1,209.41,1,1,1,3,Low Value - Likely Churn
14004.0,12,11,6258.45,5,5,5,15,High Value - Loyal
14005.0,45,4,977.68,4,3,3,10,Mid Value - Stable
14006.0,85,7,2196.67,3,4,4,11,Mid Value - Stable
14007.0,482,1,79.48,1,1,1,3,Low Value - Likely Churn
14008.0,344,2,493.74,2,2,2,6,Low Value - Likely Churn
14009.0,167,4,1090.23,3,3,3,9,Mid Value - Stable
14010.0,534,3,288.09999999999997,1,3,2,6,Low Value - Likely Churn
14011.0,449,3,451.91999999999996,1,3,2,6,Low Value - Likely Churn
14012.0,247,1,328.8,2,1,2,5,Low Value - Likely Churn
14013.0,79,6,1006.22,3,4,3,10,Mid Value - Stable
14014.0,46,3,1948.21,4,3,4,11,Mid Value - Stable
14015.0,22,1,917.34,4,1,3,8,New / Low Engagement
14016.0,123,13,11379.71,3,5,5,13,High Value - Loyal
14017.0,540,1,229.75,1,1,1,3,Low Value - Likely Churn
14018.0,614,1,367.15000000000003,1,1,2,4,Low Value - Likely Churn
14019.0,16,4,1398.96,5,3,4,12,Mid Value - Stable
14020.0,57,4,901.6,4,3,3,10,Mid Value - Stable
14021.0,124,7,1716.58,3,4,4,11,Mid Value - Stable
14022.0,194,2,792.15,3,2,3,8,Mid Value - Stable
14023.0,219,1,273.14,2,1,2,5,Low Value - Likely Churn
14024.0,91,3,645.74,3,3,3,9,Mid Value - Stable
14025.0,434,10,3969.1,1,5,5,11,High Value - At Risk
14026.0,440,2,713.11,1,2,3,6,Low Value - Likely Churn
14027.0,30,1,104.82,4,1,1,6,New / Low Engagement
14028.0,468,5,3175.5,1,4,5,10,High Value - At Risk
14029.0,32,2,467.66,4,2,2,8,New / Low Engagement
14030.0,58,21,7602.3099999999995,4,5,5,14,High Value - Loyal
14031.0,18,53,35450.76,5,5,5,15,High Value - Loyal
14032.0,7,20,4066.62,5,5,5,15,High Value - Loyal
14033.0,524,1,109.44,1,1,1,3,Low Value - Likely Churn
14034.0,126,3,334.11,3,3,2,8,Mid Value - Stable
14035.0,16,10,2552.15,5,5,4,14,High Value - Loyal
14036.0,254,1,626.65,2,1,3,6,Low Value - Likely Churn
14037.0,145,7,755.95,3,4,3,10,Mid Value - Stable
14038.0,47,8,3000.93,4,4,5,13,High Value - Loyal
14039.0,2,2,267.28000000000003,5,2,2,9,New / Low Engagement
14040.0,10,42,12457.84,5,5,5,15,High Value - Loyal
14041.0,235,1,141.41,2,1,1,4,Low Value - Likely Churn
14042.0,694,1,431.98,1,1,2,4,Low Value - Likely Churn
14043.0,460,3,301.3,1,3,2,6,Low Value - Likely Churn
14044.0,72,10,2995.44,3,5,5,13,High Value - Loyal
14045.0,78,19,9660.63,3,5,5,13,High Value - Loyal
14046.0,253,1,154.99,2,1,1,4,Low Value - Likely Churn
14047.0,42,18,3807.58,4,5,5,14,High Value - Loyal
14048.0,246,4,713.89,2,3,3,8,Mid Value - Stable
14049.0,128,16,10698.25,3,5,5,13,High Value - Loyal
14050.0,1,2,746.36,5,2,3,10,New / Low Engagement
14051.0,0,39,19183.100000000002,5,5,5,15,High Value - Loyal
14052.0,360,1,255.45,2,1,2,5,Low Value - Likely Churn
14053.0,93,4,572.3,3,3,3,9,Mid Value - Stable
14054.0,34,1,92.46,4,1,1,6,New / Low Engagement
14055.0,75,3,1520.96,3,3,4,10,Mid Value - Stable
14056.0,4,27,7164.65,5,5,5,15,High Value - Loyal
14057.0,36,22,7699.12,4,5,5,14,High Value - Loyal
14058.0,432,2,469.19,1,2,2,5,Low Value - Likely Churn
14059.0,236,1,183.6,2,1,1,4,Low Value - Likely Churn
14060.0,26,30,8793.1,4,5,5,14,High Value - Loyal
14061.0,476,3,917.4300000000001,1,3,3,7,Mid Value - Stable
14062.0,41,26,24195.45,4,5,5,14,High Value - Loyal
14063.0,400,13,-3767.1999999999994,1,5,1,7,High Value - At Risk
14064.0,82,19,2793.59,3,5,5,13,High Value - Loyal
14065.0,358,4,889.37,2,3,3,8,Mid Value - Stable
14066.0,236,1,152.55,2,1,1,4,Low Value - Likely Churn
14067.0,33,2,374.7,4,2,2,8,New / Low Engagement
14068.0,289,5,1504.97,2,4,4,10,High Value - At Risk
14069.0,484,2,230.06,1,2,1,4,Low Value - Likely Churn
14070.0,654,1,326.55,1,1,2,4,Low Value - Likely Churn
14071.0,1,6,811.59,5,4,3,12,Mid Value - Stable
14072.0,636,1,390.85,1,1,2,4,Low Value - Likely Churn
14073.0,1,1,151.04,5,1,1,7,New / Low Engagement
14074.0,592,1,219.39999999999998,1,1,1,3,Low Value - Likely Churn
14075.0,230,4,1100.53,2,3,3,8,Mid Value - Stable
14076.0,98,1,122.47,3,1,1,5,Low Value - Likely Churn
14077.0,10,6,615.0799999999999,5,4,3,12,Mid Value - Stable
14078.0,71,9,1692.6299999999999,3,4,4,11,Mid Value - Stable
14079.0,94,2,618.73,3,2,3,8,Mid Value - Stable
14080.0,2,6,1075.73,5,4,3,12,Mid Value - Stable
14081.0,236,16,5250.05,2,5,5,12,High Value - At Risk
14082.0,334,2,413.36,2,2,2,6,Low Value - Likely Churn
14083.0,95,9,937.75,3,4,3,10,Mid Value - Stable
14084.0,481,1,150.5,1,1,1,3,Low Value - Likely Churn
14085.0,14,30,9182.41,5,5,5,15,High Value - Loyal
14086.0,432,1,39.95,1,1,1,3,Low Value - Likely Churn
14087.0,374,3,621.8,2,3,3,8,Mid Value - Stable
14088.0,6,16,49511.26,5,5,5,15,High Value - Loyal
14089.0,26,1,161.0,4,1,1,6,New / Low Engagement
14090.0,294,1,76.32000000000001,2,1,1,4,Low Value - Likely Churn
14091.0,623,2,9530.08,1,2,5,8,Mid Value - Stable
14092.0,33,24,6229.42,4,5,5,14,High Value - Loyal
14094.0,409,2,334.27,1,2,2,5,Low Value - Likely Churn
14095.0,692,1,2.95,1,1,1,3,Low Value - Likely Churn
14096.0,8,24,24850.92,5,5,5,15,High Value - Loyal
14097.0,450,2,422.85999999999996,1,2,2,5,Low Value - Likely Churn
14098.0,6,1,147.35,5,1,1,7,New / Low Engagement
14099.0,12,21,5486.71,5,5,5,15,High Value - Loyal
14100.0,107,1,194.9,3,1,1,5,Low Value - Likely Churn
14101.0,43,14,9942.13,4,5,5,14,High Value - Loyal
14102.0,6,3,745.35,5,3,3,11,Mid Value - Stable
14103.0,634,1,0.0,1,1,1,3,Low Value - Likely Churn
14104.0,124,5,771.5799999999999,3,4,3,10,Mid Value - Stable
14105.0,54,9,5703.9800000000005,4,4,5,13,High Value - Loyal
14106.0,706,1,214.79999999999998,1,1,1,3,Low Value - Likely Churn
14107.0,21,13,4853.7,4,5,5,14,High Value - Loyal
14108.0,0,5,1041.21,5,4,3,12,Mid Value - Stable
14109.0,42,1,144.2,4,1,1,6,New / Low Engagement
14110.0,6,33,12306.720000000001,5,5,5,15,High Value - Loyal
14111.0,54,4,291.25,4,3,2,9,Mid Value - Stable
14112.0,4,26,5313.41,5,5,5,15,High Value - Loyal
14113.0,19,29,5242.71,5,5,5,15,High Value - Loyal
14114.0,243,7,1364.09,2,4,4,10,High Value - At Risk
14115.0,471,2,622.6700000000001,1,2,3,6,Low Value - Likely Churn
14116.0,0,4,1169.82,5,3,4,12,Mid Value - Stable
14117.0,113,1,90.0,3,1,1,5,Low Value - Likely Churn
14118.0,398,1,458.45,1,1,2,4,Low Value - Likely Churn
14119.0,323,3,163.47,2,3,1,6,Low Value - Likely Churn
14120.0,399,1,-23.8,1,1,1,3,Low Value - Likely Churn
14121.0,15,2,218.25,5,2,1,8,New / Low Engagement
14122.0,364,5,309.77,2,4,2,8,High Value - At Risk
14123.0,702,1,436.18,1,1,2,4,Low Value - Likely Churn
14124.0,53,1,419.58000000000004,4,1,2,7,New / Low Engagement
14125.0,47,1,1295.43,4,1,4,9,New / Low Engagement
14126.0,413,1,466.33000000000004,1,1,2,4,Low Value - Likely Churn
14127.0,92,6,1900.0800000000002,3,4,4,11,Mid Value - Stable
14128.0,30,4,909.36,4,3,3,10,Mid Value - Stable
14129.0,65,7,2193.71,3,4,4,11,Mid Value - Stable
14130.0,288,4,1882.67,2,3,4,9,Mid Value - Stable
14131.0,618,1,187.87,1,1,1,3,Low Value - Likely Churn
14132.0,5,8,2627.9,5,4,4,13,High Value - Loyal
14133.0,99,6,895.8399999999999,3,4,3,10,Mid Value - Stable
14134.0,352,15,11123.35,2,5,5,12,High Value - At Risk
14135.0,1,23,9162.15,5,5,5,15,High Value - Loyal
14136.0,370,7,1553.96,2,4,4,10,High Value - At Risk
14137.0,651,2,294.1,1,2,2,5,Low Value - Likely Churn
14138.0,33,1,638.21,4,1,3,8,New / Low Engagement
14139.0,15,4,1086.8,5,3,3,11,Mid Value - Stable
14140.0,1,1,540.99,5,1,2,8,New / Low Engagement
14141.0,29,5,652.6800000000001,4,4,3,11,Mid Value - Stable
14142.0,342,4,967.75,2,3,3,8,Mid Value - Stable
14143.0,103,1,115.8,3,1,1,5,Low Value - Likely Churn
14144.0,455,1,30.599999999999998,1,1,1,3,Low Value - Likely Churn
14145.0,16,8,7006.05,5,4,5,14,High Value - Loyal
14146.0,50,12,6983.71,4,5,5,14,High Value - Loyal
14147.0,18,12,2019.3,5,5,4,14,High Value - Loyal
14148.0,203,2,466.29,3,2,2,7,Mid Value - Stable
14149.0,182,3,259.43,3,3,2,8,Mid Value - Stable
14150.0,5,2,658.64,5,2,3,10,New / Low Engagement
14151.0,642,3,666.7,1,3,3,7,Mid Value - Stable
14152.0,44,9,1975.44,4,4,4,12,Mid Value - Stable
14153.0,452,1,233.4,1,1,1,3,Low Value - Likely Churn
14154.0,208,10,6263.6,3,5,5,13,High Value - Loyal
14155.0,235,1,118.75,2,1,1,4,Low Value - Likely Churn
14156.0,0,196,290245.69,5,5,5,15,High Value - Loyal
14157.0,254,5,814.62,2,4,3,9,High Value - At Risk
14158.0,9,1,507.66,5,1,2,8,New / Low Engagement
14159.0,10,24,6724.06,5,5,5,15,High Value - Loyal
14160.0,579,7,8421.47,1,4,5,10,High Value - At Risk
14161.0,185,7,3318.88,3,4,5,12,Mid Value - Stable
14162.0,143,2,289.36,3,2,2,7,Mid Value - Stable
14163.0,56,5,2594.62,4,4,4,12,Mid Value - Stable
14164.0,40,2,1631.77,4,2,4,10,New / Low Engagement
14165.0,245,1,122.53999999999999,2,1,1,4,Low Value - Likely Churn
14166.0,474,2,256.85,1,2,2,5,Low Value - Likely Churn
14167.0,8,8,1296.49,5,4,4,13,High Value - Loyal
14168.0,390,3,305.9,2,3,2,7,Mid Value - Stable
14169.0,400,2,624.4300000000001,1,2,3,6,Low Value - Likely Churn
14170.0,344,3,597.33,2,3,3,8,Mid Value - Stable
14171.0,67,2,498.79,3,2,2,7,Mid Value - Stable
14172.0,574,4,389.97,1,3,2,6,Low Value - Likely Churn
14173.0,14,5,359.92,5,4,2,11,Mid Value - Stable
14174.0,2,1,134.46,5,1,1,7,New / Low Engagement
14175.0,20,17,7350.44,5,5,5,15,High Value - Loyal
14176.0,266,6,913.11,2,4,3,9,High Value - At Risk
14177.0,54,14,2224.39,4,5,4,13,High Value - Loyal
14178.0,10,5,953.95,5,4,3,12,Mid Value - Stable
14179.0,10,2,719.78,5,2,3,10,New / Low Engagement
14180.0,27,40,5770.85,4,5,5,14,High Value - Loyal
14181.0,380,2,310.55,2,2,2,6,Low Value - Likely Churn
14182.0,413,5,660.07,1,4,3,8,High Value - At Risk
14183.0,380,2,286.29,2,2,2,6,Low Value - Likely Churn
14184.0,36,1,452.89,4,1,2,7,New / Low Engagement
14185.0,300,1,197.65,2,1,1,4,Low Value - Likely Churn
14186.0,396,5,1550.63,1,4,4,9,High Value - At Risk
14187.0,443,1,123.5,1,1,1,3,Low Value - Likely Churn
14188.0,0,9,2042.6100000000001,5,4,4,13,High Value - Loyal
14189.0,8,19,4868.86,5,5,5,15,High Value - Loyal
14190.0,635,1,79.9,1,1,1,3,Low Value - Likely Churn
14191.0,7,14,3178.4900000000002,5,5,5,15,High Value - Loyal
14192.0,357,1,293.74,2,1,2,5,Low Value - Likely Churn
14193.0,37,3,1210.19,4,3,4,11,Mid Value - Stable
14194.0,11,49,15836.210000000001,5,5,5,15,High Value - Loyal
14195.0,171,10,2381.24,3,5,4,12,Mid Value - Stable
14196.0,76,1,335.52,3,1,2,6,Low Value - Likely Churn
14197.0,380,1,390.05,2,1,2,5,Low Value - Likely Churn
14198.0,49,11,1363.18,4,5,4,13,High Value - Loyal
14199.0,187,6,916.4999999999999,3,4,3,10,Mid Value - Stable
14200.0,586,1,379.2,1,1,2,4,Low Value - Likely Churn
14201.0,29,12,1134.14,4,5,4,13,High Value - Loyal
14202.0,350,3,847.76,2,3,3,8,Mid Value - Stable
14203.0,366,1,339.34,2,1,2,5,Low Value - Likely Churn
14204.0,391,3,901.9300000000001,1,3,3,7,Mid Value - Stable
14205.0,233,10,1674.3,2,5,4,11,High Value - At Risk
14206.0,208,5,1145.21,3,4,4,11,Mid Value - Stable
14207.0,657,1,157.8,1,1,1,3,Low Value - Likely Churn
14208.0,64,2,567.05,3,2,3,8,Mid Value - Stable
14209.0,90,18,4740.27,3,5,5,13,High Value - Loyal
14210.0,60,21,5814.320000000001,4,5,5,14,High Value - Loyal
14211.0,22,26,4301.69,4,5,5,14,High Value - Loyal
14212.0,59,2,2190.14,4,2,4,10,New / Low Engagement
14213.0,341,2,-1192.2,2,2,1,5,Low Value - Likely Churn
14214.0,0,7,1000.23,5,4,3,12,Mid Value - Stable
14215.0,47,9,2958.7200000000003,4,4,5,13,High Value - Loyal
14216.0,7,3,762.89,5,3,3,11,Mid Value - Stable
14217.0,9,28,2886.93,5,5,5,15,High Value - Loyal
14218.0,12,1,169.48000000000002,5,1,1,7,New / Low Engagement
14219.0,379,2,543.89,2,2,2,6,Low Value - Likely Churn
14220.0,216,4,1515.0,2,3,4,9,Mid Value - Stable
14221.0,11,19,6506.59,5,5,5,15,High Value - Loyal
14222.0,146,1,683.17,3,1,3,7,Mid Value - Stable
14223.0,61,4,975.23,4,3,3,10,Mid Value - Stable
14224.0,79,9,1897.9,3,4,4,11,Mid Value - Stable
14225.0,404,5,2015.12,1,4,4,9,High Value - At Risk
14226.0,40,7,2630.76,4,4,4,12,Mid Value - Stable
14227.0,12,21,6008.25,5,5,5,15,High Value - Loyal
14228.0,407,3,745.5,1,3,3,7,Mid Value - Stable
14229.0,21,11,2468.99,4,5,4,13,High Value - Loyal
14230.0,405,3,979.8000000000001,1,3,3,7,Mid Value - Stable
14231.0,148,6,1131.97,3,4,4,11,Mid Value - Stable
14232.0,1,8,2043.93,5,4,4,13,High Value - Loyal
14233.0,13,10,2766.96,5,5,5,15,High Value - Loyal
14234.0,14,2,452.34,5,2,2,9,New / Low Engagement
14235.0,44,9,4717.99,4,4,5,13,High Value - Loyal
14236.0,50,7,1732.74,4,4,4,12,Mid Value - Stable
14237.0,342,3,627.04,2,3,3,8,Mid Value - Stable
14238.0,295,3,434.23,2,3,2,7,Mid Value - Stable
14239.0,12,24,4203.72,5,5,5,15,High Value - Loyal
14240.0,195,2,584.0,3,2,3,8,Mid Value - Stable
14241.0,153,2,333.70000000000005,3,2,2,7,Mid Value - Stable
14242.0,204,2,280.55,3,2,2,7,Mid Value - Stable
14243.0,7,22,7257.9400000000005,5,5,5,15,High Value - Loyal
14244.0,628,2,354.82,1,2,2,5,Low Value - Likely Churn
14245.0,145,5,1677.48,3,4,4,11,Mid Value - Stable
14246.0,80,3,1474.06,3,3,4,10,Mid Value - Stable
14247.0,247,6,769.71,2,4,3,9,High Value - At Risk
14248.0,287,3,1032.95,2,3,3,8,Mid Value - Stable
14249.0,380,12,5625.461,2,5,5,12,High Value - At Risk
14250.0,58,1,1228.83,4,1,4,9,New / Low Engagement
14251.0,27,1,1259.46,4,1,4,9,New / Low Engagement
14252.0,350,1,350.99,2,1,2,5,Low Value - Likely Churn
14253.0,462,2,363.40000000000003,1,2,2,5,Low Value - Likely Churn
14254.0,402,1,601.03,1,1,3,5,Low Value - Likely Churn
14255.0,515,4,-1441.6,1,3,1,5,Low Value - Likely Churn
14256.0,223,9,2397.34,2,4,4,10,High Value - At Risk
14257.0,20,10,5942.0,5,5,5,15,High Value - Loyal
14258.0,59,31,29655.75,4,5,5,14,High Value - Loyal
14259.0,111,1,120.0,3,1,1,5,Low Value - Likely Churn
14260.0,440,3,824.28,1,3,3,7,Mid Value - Stable
14261.0,20,2,1163.45,5,2,4,11,New / Low Engagement
14262.0,23,5,1593.75,4,4,4,12,Mid Value - Stable
14263.0,392,1,322.93,1,1,2,4,Low Value - Likely Churn
14264.0,124,8,1461.3600000000001,3,4,4,11,Mid Value - Stable
14265.0,78,4,1373.35,3,3,4,10,Mid Value - Stable
14266.0,397,1,40.56,1,1,1,3,Low Value - Likely Churn
14267.0,120,9,1259.19,3,4,4,11,Mid Value - Stable
14268.0,440,1,354.85,1,1,2,4,Low Value - Likely Churn
14269.0,404,2,261.68,1,2,2,5,Low Value - Likely Churn
14270.0,301,1,492.65000000000003,2,1,2,5,Low Value - Likely Churn
14271.0,195,2,219.13,3,2,1,6,Low Value - Likely Churn
14272.0,43,4,920.81,4,3,3,10,Mid Value - Stable
